,CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster
2832,12914,4484.839808,1.0,591.3,0.0,591.3,1402.7220439999999,0.75,0.0,0.75,0.083333,1,23,6500.0,1476.7311710000001,1233.335517,0.0,12,Target
2834,12916,8214.860286,1.0,5213.41,2396.6,2816.81,0.0,1.0,0.833333,0.916667,0.0,0,79,15000.0,2137.637765,2046.519248,0.0,12,Target
2839,12921,9266.08054,1.0,100.0,0.0,100.0,4383.296268,0.333333,0.0,0.25,0.166667,3,4,17500.0,2444.1235469999997,2603.406476,0.0,12,Target
2852,12934,5099.850196,1.0,805.45,695.9,109.55,587.441992,0.833333,0.416667,0.666667,0.25,4,22,5000.0,1922.2974149999998,3777.37996,0.0,12,Target
2854,12936,4028.756012,1.0,361.07,104.38,256.69,0.0,1.0,0.166667,1.0,0.0,0,18,4300.0,1279.931508,1537.985,0.0,12,Target
2862,12946,4215.771256,1.0,0.0,0.0,0.0,7870.352951999999,0.0,0.0,0.0,0.416667,16,0,7500.0,5197.380969,1561.708701,0.083333,12,Target
2867,12951,6877.333016,1.0,0.0,0.0,0.0,3801.1506,0.0,0.0,0.0,0.25,3,0,9000.0,1370.858877,1757.1482019999999,0.0,12,Target
2869,12953,4420.693904,1.0,0.0,0.0,0.0,3202.933702,0.0,0.0,0.0,1.0,32,0,4600.0,2831.140832,2544.866539,0.0,12,Target
2870,12954,5757.919072,1.0,5544.45,3169.2,2375.25,2722.524205,1.0,0.75,1.0,0.416667,8,59,7000.0,2370.147958,2411.305205,0.0,12,Target
2878,12962,12323.84536,1.0,989.32,989.32,0.0,0.0,0.090909,0.090909,0.0,0.0,0,2,18000.0,9542.247486,2540.084696,0.0,11,Target
2887,12971,4994.9572530000005,1.0,0.0,0.0,0.0,2539.708186,0.0,0.0,0.0,0.416667,7,0,6400.0,1107.9884880000002,1242.754558,0.0,12,Target
2888,12972,5392.29598,1.0,0.0,0.0,0.0,4020.9308,0.0,0.0,0.0,0.25,5,0,8000.0,8237.315179000001,1167.409427,0.090909,12,Target
2894,12978,4007.610043,1.0,83.0,83.0,0.0,9003.084705,0.083333,0.083333,0.0,0.25,12,1,10000.0,1308.0704779999999,1221.251121,0.0,12,Target
2897,12981,6980.228443999999,1.0,4400.0,4000.0,400.0,913.3822949999999,0.333333,0.083333,0.333333,0.083333,1,5,10000.0,1530.593874,1596.2212359999999,0.0,12,Target
2904,12988,5423.576453,1.0,1672.55,107.89,1564.66,2768.037239,1.0,0.083333,1.0,0.166667,9,40,8500.0,2411.575976,4716.185183,0.0,12,Target
2923,13008,8030.872986,1.0,0.0,0.0,0.0,4904.289845,0.0,0.0,0.0,0.833333,50,0,8500.0,5467.3751090000005,2135.03681,0.0,12,Target
2937,13023,6329.586806,0.714286,0.0,0.0,0.0,5489.844176,0.0,0.0,0.0,0.571429,6,0,14600.0,18091.013469999998,1513.375079,0.25,7,Target
2938,13024,4446.40675,1.0,0.0,0.0,0.0,245.067148,0.0,0.0,0.0,0.083333,1,0,5000.0,1193.527453,2042.217585,0.0,12,Target
2947,13034,5823.907918999999,1.0,0.0,0.0,0.0,3225.842654,0.0,0.0,0.0,0.666667,24,0,9500.0,1214.067137,1515.023913,0.0,12,Target
2957,13044,4751.340645,1.0,309.86,0.0,309.86,0.0,0.5,0.0,0.5,0.0,0,5,8600.0,5883.427252,1488.472099,0.0,12,Target
2961,13048,6538.064926,1.0,1554.42,193.1,1361.32,1329.288028,1.0,0.166667,1.0,0.5,10,69,7500.0,1213.586463,2575.138832,0.0,12,Target
2962,13049,4360.032452,1.0,0.0,0.0,0.0,655.669266,0.0,0.0,0.0,0.833333,11,0,4500.0,1345.3893289999999,1263.872069,0.0,12,Target
2964,13051,7215.745096,1.0,0.0,0.0,0.0,3682.3826630000003,0.0,0.0,0.0,0.75,14,0,12000.0,1946.2270989999997,1782.0850480000001,0.0,12,Target
2966,13053,8791.161142,1.0,0.0,0.0,0.0,3706.755143,0.0,0.0,0.0,0.333333,4,0,12000.0,2244.627566,2916.278944,0.0,12,Target
2970,13058,5968.583246,1.0,22381.97,19150.02,3231.95,0.0,1.0,1.0,0.583333,0.0,0,87,14500.0,20343.286809999998,1966.1918309999999,0.0,12,Target
2979,13067,3586.66025,1.0,342.0,177.0,165.0,5409.095889,0.333333,0.166667,0.166667,0.416667,18,5,6000.0,5949.072074000001,1315.504162,0.0,12,Target
2982,13070,4881.395564,0.909091,849.78,849.78,0.0,0.0,0.454545,0.454545,0.0,0.0,0,7,11500.0,1097.471776,1314.5934619999998,0.0,11,Target
2995,13084,5030.927831,1.0,99.0,99.0,0.0,2999.769235,0.166667,0.166667,0.0,0.583333,10,2,6000.0,1144.381323,1143.067027,0.0,12,Target
3024,13113,6995.3025,1.0,999.77,0.0,999.77,6507.113368,0.75,0.0,0.75,0.583333,16,14,8000.0,2863.3970489999997,2553.5344649999997,0.0,12,Target
3032,13121,5606.778018,1.0,283.88,124.88,159.0,3637.8573090000004,0.416667,0.166667,0.166667,0.333333,10,6,14500.0,12124.639570000001,1923.4723850000003,0.083333,12,Target
3036,13125,3821.413393,1.0,197.0,80.5,116.5,3926.684678,0.833333,0.083333,0.75,0.333333,11,11,7000.0,700.151706,1540.5181890000001,0.0,12,Target
3038,13127,3846.7425299999995,1.0,0.0,0.0,0.0,1932.4606789999998,0.0,0.0,0.0,1.5,18,0,5600.0,496.24583600000005,538.3468740000001,0.0,6,Target
3039,13128,5500.316126,1.0,0.0,0.0,0.0,4930.998256,0.0,0.0,0.0,0.166667,6,0,9000.0,10036.80464,1915.0725489999998,0.083333,12,Target
3042,13131,3781.0537159999994,1.0,764.19,0.0,764.19,279.13821,0.666667,0.0,0.666667,0.166667,3,29,7000.0,1640.238914,2951.8473010000002,0.0,12,Target
3045,13134,4373.4393310000005,0.8888889999999999,1959.04,1570.04,389.0,5124.126997,0.666667,0.44444399999999995,0.555556,0.555556,6,12,7000.0,820.851704,1409.800552,0.0,9,Target
3055,13144,3790.510114,1.0,2626.06,2236.68,389.38,0.0,1.0,1.0,1.0,0.0,0,62,7500.0,2057.425716,2605.968939,0.0,12,Target
3063,13152,5873.201628,1.0,146.68,42.66,104.02,2206.510074,0.25,0.083333,0.166667,0.333333,7,5,8000.0,1951.218091,1669.058818,0.0,12,Target
3086,13175,4413.461158,1.0,55.12,55.12,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5000.0,1433.807814,2036.483418,0.0,12,Target
3089,13179,4075.540208,1.0,0.0,0.0,0.0,3502.346314,0.0,0.0,0.0,0.25,4,0,14000.0,8012.84957,1088.217898,0.0,12,Target
3093,13183,6773.941979000001,1.0,14215.0,14215.0,0.0,464.795495,0.583333,0.583333,0.0,0.083333,1,30,9000.0,5773.6611060000005,6338.527589,0.0,12,Target
3103,13193,6369.895861,1.0,335.68,0.0,335.68,2607.530791,0.666667,0.0,0.583333,0.5,7,8,9000.0,1592.064294,1497.715051,0.0,12,Target
3104,13194,4028.3154280000003,1.0,0.0,0.0,0.0,275.691831,0.0,0.0,0.0,0.083333,1,0,4500.0,892.224219,1572.219063,0.0,12,Target
3109,13199,4037.543707,1.0,1005.72,220.0,785.72,6203.612318,0.833333,0.25,0.833333,0.666667,19,13,6000.0,3724.247764,1047.765097,0.083333,12,Target
3115,13205,5931.699858,1.0,218.0,218.0,0.0,2527.492866,0.083333,0.083333,0.0,0.25,4,2,8000.0,1309.8165179999999,1402.076478,0.0,12,Target
3118,13208,7857.659056,1.0,1760.55,53.0,1707.55,7418.467898999999,1.0,0.083333,1.0,0.333333,9,142,15000.0,2114.977167,1942.6566469999998,0.0,12,Target
3120,13210,5211.684904,1.0,0.0,0.0,0.0,2994.3096769999997,0.0,0.0,0.0,0.666667,15,0,6000.0,1376.037807,2011.5775350000001,0.0,12,Target
3123,13213,9753.114706,1.0,10199.63,4585.44,5614.19,113.12040900000001,1.0,0.916667,1.0,0.166667,2,131,15000.0,8292.653059999999,2296.958624,0.0,12,Target
3127,13217,3776.150532,1.0,0.0,0.0,0.0,3335.783756,0.0,0.0,0.0,0.333333,12,0,6000.0,881.37316,890.7063699999999,0.0,12,Target
3135,13225,7387.803893000001,1.0,208.0,208.0,0.0,6728.679523000001,0.25,0.25,0.0,0.416667,7,3,14000.0,1613.637071,1686.82882,0.0,12,Target
3139,13229,5920.486917,1.0,899.8,0.0,899.8,1694.266621,1.0,0.0,1.0,0.25,4,25,6500.0,1654.932016,1832.4338670000002,0.0,12,Target
3141,13231,9629.808851,1.0,0.0,0.0,0.0,4372.393835,0.0,0.0,0.0,0.545455,9,0,12000.0,2468.988022,2134.2957309999997,0.0,11,Target
3152,13242,5176.5312969999995,1.0,67.84,67.84,0.0,2665.2363809999997,0.083333,0.083333,0.0,0.333333,8,1,6000.0,1178.560867,1330.593643,0.0,12,Target
3153,13243,7776.4369,1.0,107.33,107.33,0.0,3404.231913,0.083333,0.083333,0.0,0.333333,7,1,8500.0,1891.3047559999998,1829.724497,0.0,12,Target
3155,13245,7682.125190000001,1.0,663.0,663.0,0.0,5515.966342000001,0.083333,0.083333,0.0,0.666667,30,2,9000.0,3206.54505,3989.6030920000003,0.0,12,Target
3159,13249,4418.554352,1.0,960.0,0.0,960.0,958.0696230000001,1.0,0.0,1.0,0.25,8,12,4500.0,1656.726415,2422.033266,0.0,12,Target
3165,13255,7293.108794,1.0,0.0,0.0,0.0,1877.5315329999999,0.0,0.0,0.0,0.333333,4,0,8500.0,1816.195475,1659.4046759999999,0.0,12,Target
3171,13262,8897.437228,1.0,3710.57,1600.0,2110.57,588.051695,1.0,0.083333,0.916667,0.083333,2,75,9000.0,2434.0690010000003,4008.154371,0.0,12,Target
3178,13269,4504.79334,1.0,0.0,0.0,0.0,4707.988554,0.0,0.0,0.0,1.0,34,0,7500.0,1786.385347,1086.360075,0.0,12,Target
3180,13271,4013.1830670000004,1.0,2591.77,1956.09,635.68,1437.475493,1.0,0.75,1.0,0.25,4,54,8500.0,8342.187656,997.196,0.083333,12,Target
3181,13272,11631.32337,1.0,14686.1,0.0,14686.1,3422.7247030000003,1.0,0.0,1.0,0.083333,2,347,13600.0,11400.6013,10285.13412,0.0,12,Target
3190,13283,5438.546318,1.0,287.43,0.0,287.43,1661.975726,0.75,0.0,0.666667,0.5,17,15,6500.0,1297.428044,1331.499517,0.0,12,Target
3193,13286,3616.0010880000004,1.0,365.0,365.0,0.0,377.340385,0.166667,0.166667,0.0,0.083333,1,2,9500.0,1215.577201,865.861706,0.0,12,Target
3197,13290,9342.15857,1.0,0.0,0.0,0.0,3666.845105,0.0,0.0,0.0,0.416667,7,0,11000.0,2308.545227,2400.1618719999997,0.0,12,Target
3204,13297,4526.591303,1.0,1806.5,976.5,830.0,4354.491196,0.5,0.416667,0.166667,0.333333,5,11,9000.0,1329.600846,947.5561849999999,0.0,12,Target
3210,13303,10871.08518,1.0,0.0,0.0,0.0,4822.559803,0.0,0.0,0.0,0.166667,3,0,18000.0,2735.624602,2595.765441,0.0,12,Target
3212,13305,4432.514906,1.0,1543.75,1543.75,0.0,2188.478475,0.75,0.75,0.0,0.5,11,12,9000.0,1042.51532,1307.289892,0.0,12,Target
3219,13313,6045.192228,1.0,0.0,0.0,0.0,2628.993114,0.0,0.0,0.0,0.666667,17,0,8500.0,1507.863241,1615.436709,0.0,12,Target
3220,13314,4393.939007,1.0,417.08,417.08,0.0,2126.961648,0.25,0.25,0.0,0.416667,7,3,5300.0,1026.406336,1152.616381,0.0,12,Target
3243,13337,4660.384868,1.0,0.0,0.0,0.0,782.1934150000001,0.0,0.0,0.0,0.333333,5,0,5000.0,1161.791759,1309.518909,0.0,12,Target
3248,13342,4064.6156979999996,1.0,351.0,0.0,351.0,2412.0422,0.75,0.0,0.666667,0.083333,3,9,5000.0,702.9143799999999,2615.222618,0.0,12,Target
3253,13347,5709.486507,0.833333,0.0,0.0,0.0,2794.326341,0.0,0.0,0.0,1.166667,10,0,6000.0,550.513331,1299.46337,0.0,6,Target
3257,13351,4788.283283,1.0,0.0,0.0,0.0,437.80858600000005,0.0,0.0,0.0,0.166667,2,0,5000.0,823.840717,1934.821741,0.0,12,Target
3259,13353,6246.069586,1.0,0.0,0.0,0.0,5518.29804,0.0,0.0,0.0,0.166667,4,0,10000.0,1462.274274,2206.0141989999997,0.0,12,Target
3261,13355,3688.3719950000004,1.0,0.0,0.0,0.0,10746.54538,0.0,0.0,0.0,1.0,63,0,7000.0,10906.068459999999,1059.8813949999999,0.083333,12,Target
3264,13358,8571.315438,1.0,0.0,0.0,0.0,6543.824302,0.0,0.0,0.0,0.5,15,0,10000.0,2274.349191,2222.681317,0.0,12,Target
3265,13359,6209.488896,1.0,0.0,0.0,0.0,3674.3148060000003,0.0,0.0,0.0,0.166667,3,0,8500.0,1417.16906,1425.192934,0.0,12,Target
3267,13361,8341.513474,1.0,5410.31,2265.38,3144.93,0.0,1.0,0.5,1.0,0.0,0,111,11100.0,4058.304036,2575.6226,0.0,12,Target
3269,13363,5532.653003,1.0,2491.83,1449.12,1042.71,3504.619697,0.916667,0.5,0.75,0.416667,16,37,10500.0,1683.5407920000002,1437.4431869999999,0.0,12,Target
3270,13364,4445.0446090000005,1.0,5714.5,3055.5,2659.0,3575.55006,1.0,0.166667,1.0,0.5,22,47,5000.0,9315.869127,2935.639712,0.083333,12,Target
3271,13365,3747.0798689999997,1.0,0.0,0.0,0.0,3970.509167,0.0,0.0,0.0,0.333333,6,0,6000.0,6841.765563,1249.799792,0.083333,12,Target
3273,13367,5905.955278,1.0,1642.94,1642.94,0.0,2154.9416920000003,0.333333,0.333333,0.0,0.416667,5,4,12200.0,1439.105644,1429.5206640000001,0.0,12,Target
3274,13368,4861.692801,1.0,54.25,0.0,54.25,2986.039891,0.333333,0.0,0.333333,0.333333,6,4,9000.0,1609.4486630000001,1410.13097,0.0,12,Target
3275,13369,7579.855748999999,1.0,4544.7,1583.96,2960.74,470.69043099999993,1.0,0.5,1.0,0.166667,5,54,11500.0,1967.6043359999999,1955.832192,0.0,12,Target
3277,13371,6023.720208,1.0,1182.08,432.25,749.83,4295.168396,1.0,0.083333,0.833333,0.083333,5,20,10000.0,3888.521014,1405.441642,0.0,12,Target
3280,13374,4653.854929,1.0,360.0,360.0,0.0,4267.21357,0.5,0.5,0.0,0.5,17,6,5000.0,2676.029302,5204.152199,0.0,12,Target
3291,13385,4839.379685,1.0,503.64,503.64,0.0,7811.002437,0.166667,0.166667,0.0,0.666667,17,2,10000.0,8307.329219,1991.9340510000002,0.083333,12,Target
3292,13386,3642.140907,1.0,3338.1,218.82,3119.28,0.0,1.0,0.166667,1.0,0.0,0,32,6000.0,1793.138722,871.776232,0.0,12,Target
3294,13388,5379.384053,1.0,501.09,501.09,0.0,0.0,0.416667,0.416667,0.0,0.0,0,6,9000.0,1480.2834810000002,1923.071434,0.0,12,Target
3308,13402,6533.312256,1.0,504.33,234.39,269.94,2308.315512,0.5,0.166667,0.5,0.25,5,8,11000.0,1670.6627,1498.484584,0.0,12,Target
3331,13426,6533.309582,1.0,0.0,0.0,0.0,4257.018953,0.0,0.0,0.0,0.333333,11,0,8500.0,1691.047119,1914.4592530000002,0.0,12,Target
3339,13434,3592.5690600000003,1.0,0.0,0.0,0.0,1286.356207,0.0,0.0,0.0,0.333333,5,0,4500.0,820.438917,1048.73584,0.0,12,Target
3346,13442,7595.246990000001,1.0,1422.12,1196.98,225.14,4798.127161,0.75,0.333333,0.5,0.666667,14,23,10000.0,2283.4686030000003,2631.2545649999997,0.0,12,Target
3348,13444,3613.551586,1.0,2653.49,2033.01,620.48,3516.3743640000002,0.833333,0.666667,0.5,0.666667,20,38,6500.0,868.565652,1183.572986,0.0,12,Target
3351,13447,6100.396015,1.0,0.0,0.0,0.0,5312.9224030000005,0.0,0.0,0.0,0.666667,13,0,12000.0,1460.027383,1465.870504,0.0,12,Target
3352,13448,5926.922151,1.0,2325.75,2325.75,0.0,461.862131,0.5,0.5,0.0,0.25,3,25,13000.0,1489.518098,1644.757535,0.0,12,Target
3359,13455,3866.8506899999998,1.0,0.0,0.0,0.0,762.875848,0.0,0.0,0.0,0.181818,3,0,10000.0,708.94961,1392.546969,0.0,11,Target
3364,13460,3862.1257119999996,1.0,812.78,676.8,135.98,3217.292489,0.5,0.333333,0.25,0.583333,13,14,6000.0,803.736956,1738.4678190000002,0.0,12,Target
3366,13462,4891.896666,1.0,915.81,0.0,915.81,1678.175594,0.583333,0.0,0.5,0.25,5,7,7500.0,1164.557472,1270.282758,0.0,12,Target
3379,13475,4005.202539,1.0,1425.23,1208.45,216.78,2637.011333,1.0,1.0,0.416667,0.333333,6,46,5550.0,1607.0544630000002,1061.281539,0.0,12,Target
3390,13487,3765.693221,1.0,0.0,0.0,0.0,1700.400179,0.0,0.0,0.0,0.454545,8,0,4000.0,745.344919,2011.1154239999998,0.0,11,Target
3398,13495,6882.811895999999,1.0,2480.63,2038.24,442.39,1657.436894,0.916667,0.833333,0.583333,0.5,12,48,8500.0,1876.0606239999997,2543.670089,0.0,12,Target
3400,13497,3732.224017,1.0,0.0,0.0,0.0,2167.305318,0.0,0.0,0.0,0.833333,23,0,4500.0,1086.72505,1535.949295,0.0,12,Target
3404,13501,8161.84873,1.0,5519.0,4986.43,532.57,0.0,1.0,1.0,0.583333,0.0,0,91,9000.0,3723.833142,4650.41017,0.0,12,Target
3409,13506,6071.8952770000005,1.0,204.8,0.0,204.8,4283.656363,0.75,0.0,0.75,0.833333,13,9,7000.0,1892.3553190000002,1653.92317,0.0,12,Target
3413,13510,4146.601225,1.0,521.32,200.0,321.32,2054.006911,0.666667,0.083333,0.666667,0.416667,8,9,5000.0,1147.148308,1070.072907,0.0,12,Target
3440,13537,4350.643699,0.9,1021.19,441.55,579.64,11220.76636,0.8,0.1,0.7,0.5,20,20,6000.0,7137.368581999999,1661.1234359999999,0.125,10,Target
3478,13575,3782.000774,1.0,60.0,60.0,0.0,104.52197199999999,0.083333,0.083333,0.0,0.083333,1,1,5000.0,894.0564609999999,876.236347,0.0,12,Target
3481,13578,3774.2773310000002,0.7,0.0,0.0,0.0,7911.027809,0.0,0.0,0.0,0.5,11,0,9000.0,897.98134,1584.979751,0.0,10,Target
3484,13581,9111.704896,1.0,980.0,0.0,980.0,7202.118275,0.5,0.0,0.416667,0.5,28,6,10000.0,2349.045262,3954.8031969999997,0.0,12,Target
3490,13587,5055.816826,1.0,126.68,0.0,126.68,1854.786122,0.333333,0.0,0.25,0.75,12,4,5500.0,1368.530409,1320.825093,0.0,12,Target
3491,13588,10092.23573,1.0,8710.72,6799.79,1910.93,0.0,1.0,0.75,0.833333,0.0,0,83,18000.0,4557.360839,2831.402596,0.0,12,Target
3495,13593,4315.123399,1.0,3927.58,2238.34,1689.24,0.0,1.0,0.416667,1.0,0.0,0,21,11000.0,1518.432988,1317.32547,0.0,12,Target
3496,13594,5998.431562,0.909091,0.0,0.0,0.0,7120.317519,0.0,0.0,0.0,0.083333,2,0,8500.0,1629.632001,1613.2034820000001,0.0,12,Target
3497,13596,4345.879999,1.0,0.0,0.0,0.0,5114.886055,0.0,0.0,0.0,0.166667,5,0,5000.0,1035.5647470000001,1546.857439,0.0,12,Target
3501,13600,9993.352520999999,1.0,0.0,0.0,0.0,3299.6655760000003,0.0,0.0,0.0,0.5,10,0,14500.0,2580.4773600000003,2902.819273,0.0,12,Target
3510,13610,10124.47214,1.0,4795.49,2006.02,2789.47,0.0,1.0,0.666667,1.0,0.0,0,87,15000.0,2552.784306,2780.902332,0.0,12,Target
3514,13614,3788.416968,0.857143,718.06,608.02,110.04,6348.57393,0.857143,0.428571,0.428571,0.571429,19,9,7500.0,294.502943,1107.881169,0.0,7,Target
3527,13627,3822.394483,1.0,2239.1,1789.7,449.4,0.0,1.0,1.0,0.666667,0.0,0,39,5300.0,944.21011,919.3469779999999,0.0,12,Target
3529,13629,6046.821082,1.0,502.48,502.48,0.0,3143.218022,0.2,0.2,0.0,0.2,2,3,9000.0,2034.8242280000002,1372.663864,0.0,10,Target
3532,13632,5944.084692,1.0,0.0,0.0,0.0,584.439061,0.0,0.0,0.0,0.416667,7,0,6000.0,1523.589544,2416.455868,0.0,12,Target
3535,13635,3682.7153369999996,1.0,0.0,0.0,0.0,789.024025,0.0,0.0,0.0,0.416667,16,0,4200.0,980.81081,6604.763658,0.0,12,Target
3539,13639,4379.07132,1.0,45.84,0.0,45.84,2191.862613,0.166667,0.0,0.083333,0.333333,8,2,5500.0,2005.913978,1371.4566220000002,0.0,12,Target
3545,13645,4175.826879,1.0,0.0,0.0,0.0,9968.184827,0.0,0.0,0.0,0.909091,110,0,10500.0,1083.4333869999998,1000.206323,0.0,11,Target
3547,13647,3690.8555840000004,1.0,0.0,0.0,0.0,5737.6714520000005,0.0,0.0,0.0,0.583333,23,0,9500.0,8907.704166,798.162634,0.090909,12,Target
3548,13648,4025.646358,1.0,0.0,0.0,0.0,1189.4186949999998,0.0,0.0,0.0,0.25,3,0,5650.0,1138.104685,1210.7782539999998,0.0,12,Target
3552,13652,4752.694271,1.0,0.0,0.0,0.0,3473.011991,0.0,0.0,0.0,0.833333,36,0,5000.0,2662.805022,2683.218557,0.0,12,Target
3553,13653,5555.1738270000005,1.0,6613.09,3594.45,3018.64,0.0,1.0,1.0,1.0,0.0,0,119,9500.0,5503.365097,1340.1515550000001,0.0,12,Target
3555,13655,6744.845686,1.0,4.44,0.0,4.44,19862.87844,0.25,0.0,0.166667,0.416667,11,3,16500.0,21440.29866,1350.823356,0.1,12,Target
3556,13656,6930.149579999999,1.0,0.0,0.0,0.0,1710.1970629999998,0.0,0.0,0.0,0.166667,2,0,7500.0,1915.638655,1787.885357,0.0,12,Target
3569,13670,5983.285834,1.0,4170.04,4020.04,150.0,2359.135053,0.75,0.75,0.416667,0.583333,17,23,7000.0,2974.8018739999998,3232.760835,0.0,12,Target
3571,13672,6231.293492,1.0,0.0,0.0,0.0,9423.621866,0.0,0.0,0.0,0.5,7,0,10500.0,7690.562242,1730.102644,0.083333,12,Target
3574,13675,4359.963222,1.0,0.0,0.0,0.0,2763.612473,0.0,0.0,0.0,0.583333,22,0,5000.0,1878.873999,3194.1384350000003,0.0,12,Target
3584,13685,5611.762916,1.0,4395.2,810.2,3585.0,1270.995476,0.75,0.416667,0.416667,0.25,4,22,10000.0,2697.38636,1264.58408,0.0,12,Target
3614,13717,4157.933876,1.0,929.2,631.4,297.8,2592.2380129999997,0.583333,0.333333,0.25,0.583333,8,12,8000.0,934.634439,1076.5398810000002,0.0,12,Target
3615,13718,3789.3026159999995,1.0,49.98,0.0,49.98,0.0,0.166667,0.0,0.166667,0.0,0,3,8500.0,1046.9383269999998,1131.579706,0.0,12,Target
3622,13725,4476.9725770000005,1.0,360.95,231.0,129.95,840.9624140000001,0.454545,0.181818,0.272727,0.363636,11,9,7500.0,2230.331576,1484.6367089999999,0.0,11,Target
3623,13726,6851.036206000001,1.0,669.93,203.19,466.74,4588.030733,0.75,0.083333,0.666667,0.583333,14,11,9500.0,2499.7991899999997,1746.510786,0.0,12,Target
3624,13727,4229.914629,0.909091,1631.85,1631.85,0.0,4350.228299,0.416667,0.416667,0.0,0.083333,1,9,10000.0,6211.694188,1157.1780119999999,0.0,12,Target
3629,13732,4226.8188,1.0,0.0,0.0,0.0,3425.647464,0.0,0.0,0.0,0.416667,8,0,7000.0,1226.710941,1281.843775,0.0,12,Target
3638,13741,5368.192094,1.0,4050.01,3863.11,186.9,4843.394482,0.666667,0.583333,0.166667,0.416667,13,32,13000.0,14290.99627,1337.2356359999999,0.0,12,Target
3641,13744,7064.55047,1.0,0.0,0.0,0.0,11582.499109999999,0.0,0.0,0.0,0.75,38,0,11500.0,7964.175992,1607.124085,0.0,12,Target
3644,13747,6743.544354000001,1.0,1437.65,317.5,1120.15,1957.7723429999999,0.75,0.166667,0.583333,0.25,9,20,8000.0,1585.561354,1696.9454510000003,0.0,12,Target
3645,13748,5342.348915,1.0,0.0,0.0,0.0,8075.196634,0.0,0.0,0.0,0.333333,7,0,6000.0,6335.002818999999,938.210823,0.11111099999999999,9,Target
3652,13755,8700.079439,1.0,20421.59,16864.56,3557.03,0.0,1.0,1.0,1.0,0.0,0,204,17000.0,13002.30393,2746.5921989999997,0.083333,12,Target
3655,13758,4496.709257,1.0,945.26,945.26,0.0,0.0,0.25,0.25,0.0,0.0,0,4,9500.0,1149.1997039999999,1093.331983,0.0,12,Target
3666,13770,6644.829229999999,1.0,0.0,0.0,0.0,2557.006793,0.0,0.0,0.0,0.25,9,0,7600.0,1648.570068,2284.3609149999997,0.0,12,Target
3668,13772,3743.7710939999997,1.0,368.44,128.67,239.77,1428.188333,0.9,0.2,0.7,0.3,3,11,7000.0,748.149925,767.438566,0.0,10,Target
3669,13773,5970.705432,1.0,6091.51,2071.52,4019.99,0.0,1.0,0.666667,1.0,0.0,0,111,8500.0,2516.606708,1333.8187710000002,0.0,12,Target
3677,13781,6468.426706,1.0,277.7,277.7,0.0,4440.766432,0.666667,0.666667,0.0,0.333333,6,8,10000.0,1544.782363,1970.75409,0.0,12,Target
3687,13791,5629.224986,1.0,3382.96,3382.96,0.0,553.500582,1.0,1.0,0.0,0.166667,3,42,10500.0,1537.6493189999999,1279.024775,0.0,12,Target
3691,13795,9630.367575,1.0,5245.28,2931.2,2314.08,0.0,0.5,0.5,0.333333,0.0,0,29,21000.0,5669.928467,2420.224884,0.0,12,Target
3695,13799,5779.287938,1.0,5233.92,3277.47,1956.45,0.0,1.0,0.75,1.0,0.0,0,61,6000.0,3555.592453,4277.740666,0.0,12,Target
3696,13800,6727.925578,1.0,1694.48,1457.48,237.0,5881.182495,0.5,0.5,0.166667,0.333333,10,14,7000.0,0.0,312.343947,0.0,6,Target
3702,13806,3993.254745,1.0,2049.97,843.7,1206.27,373.338524,1.0,0.583333,1.0,0.333333,5,68,5200.0,1089.826018,974.9791369999999,0.0,12,Target
3711,13816,6943.433775,1.0,3513.64,3513.64,0.0,0.0,0.833333,0.833333,0.0,0.0,0,7,8000.0,879.2114220000001,804.7126099999999,0.0,6,Target
3712,13817,9598.377893,1.0,781.18,332.95,448.23,5967.801306,1.0,0.083333,1.0,0.333333,14,19,12000.0,2723.358933,4437.764187,0.0,12,Target
3744,13850,4283.519021,1.0,8151.36,3092.07,5059.29,2685.118122,0.833333,0.416667,0.583333,0.25,5,48,9500.0,6839.916670999999,1409.01275,0.0,12,Target
3749,13856,5825.470945,1.0,633.11,0.0,633.11,1249.383941,0.25,0.0,0.166667,0.666667,10,32,6700.0,1697.035816,1817.190813,0.0,12,Target
3758,13865,5311.078831,1.0,1349.62,887.94,461.68,4258.489193,0.833333,0.75,0.833333,0.416667,13,21,6000.0,2212.652278,2429.739931,0.0,12,Target
3760,13867,4762.717627,1.0,0.0,0.0,0.0,450.089413,0.0,0.0,0.0,0.571429,4,0,5000.0,806.2367830000001,1327.6699839999999,0.0,7,Target
3762,13869,3805.6298439999996,1.0,0.0,0.0,0.0,2132.877903,0.0,0.0,0.0,0.454545,9,0,4000.0,862.812957,803.521321,0.0,11,Target
3766,13873,4479.251427,1.0,0.0,0.0,0.0,2078.8866199999998,0.0,0.0,0.0,0.25,4,0,9000.0,1355.483086,1039.794118,0.0,12,Target
